#	tasso pos	tamponi	ricoverati_con_sintomi	terapia_intensiva	totale_ospedalizzati	totale_positivi	variazione_totale_positivi	nuovi_positivi	dimessi_guariti	deceduti	positivi giorn	media mobile	media positivi	morti giornalieri	media morti	media tamponi	casi testati	media mobile casi test	tasso vero	media vero	media osp	media icu	media tot	tot positivi	tamponi per positivo	tamponi a nuovi casi per positivo
02/24/20 00:00	11.7566643882433	1463	76	19	95	166	0	166	0	6	172	6.04437039377807	99.25	10	4.5	1080	0	0	0	0	101.5	27.5	129	172	8.50581395348837	#DIV/0!
02/25/20 00:00	3.03978542691104	2237	79	25	104	231	65	68	0	9	68	6.52526529192014	105	3	4.2	1167	0	0	0	0	128.2	31.4	159.6	240	32.8970588235294	#DIV/0!
02/26/20 00:00	-3.65853658536585	-492	79	25	104	249	18	18	0	9	18	6.52526529192014	101.5	0	4.5	1120.5	0	0	0	0	149.5	39.5	189	258	-27.3333333333333	#DIV/0!
02/27/20 00:00	13.0395683453237	1112	172	41	213	349	100	145	40	14	145	7.0142976531767	139.714285714286	5	4	1125.57142857143	0	0	0	0	186.142857142857	49	235.142857142857	403	7.66896551724138	#DIV/0!
02/28/20 00:00	8.44884488448845	1515	235	47	282	474	125	128	40	17	128	10.5723144491391	154.571428571429	3	4.57142857142857	1066	0	0	0	0	243.571428571429	64.4285714285714	308	531	11.8359375	#DIV/0!
02/29/20 00:00	9.45945945945946	888	256	80	336	552	78	84	40	23	84	12.5803080369426	182.857142857143	6	6.57142857142857	982.428571428572	0	0	0	0	332	84.7142857142857	416.714285714286	615	10.5714285714286	#DIV/0!
03/01/20 00:00	31.9204152249135	1156	406	106	512	887	335	369	73	24	369	14.4462951067059	223.142857142857	1	9.14285714285714	1418.57142857143	0	0	0	0	446	111	557	984	3.13279132791328	#DIV/0!
03/02/20 00:00	25.8126195028681	1046	478	127	605	1077	190	270	139	38	270	16.6423966404328	264	14	12	1433.42857142857	0	0	0	0	588.428571428571	140	728.428571428572	1254	3.87407407407407	#DIV/0!
03/03/20 00:00	16.1016949152542	1652	698	167	865	1326	249	266	139	55	266	19.8430410121535	297.285714285714	17	16.8571428571429	1388.71428571429	0	0	0	0	786.571428571429	177.428571428571	964	1520	6.21052631578947	#DIV/0!
03/04/20 00:00	11.7141741507224	2561	877	209	1086	1497	171	300	250	73	300	22.926531438686	400.714285714286	18	18.7142857142857	1579.28571428571	0	0	0	0	987.285714285714	217.285714285714	1204.57142857143	1820	8.53666666666667	#DIV/0!
