#	tasso pos	tamponi	ricoverati_con_sintomi	terapia_intensiva	totale_ospedalizzati	totale_positivi	variazione_totale_positivi	nuovi_positivi	dimessi_guariti	deceduti	positivi giorn	media mobile	media positivi	morti giornalieri	media morti	media tamponi	casi testati	media mobile casi test	tasso vero	media vero	media osp	media icu	media tot	tot positivi	tamponi per positivo	tamponi a nuovi casi per positivo
02/24/20 00:00	0	1	0	0	0	0	0	0	0	0	0	0	0	10	2.5	3.5	0	0	0	0	0	0	0	0	#DIV/0!	#DIV/0!
02/25/20 00:00	0	1	0	0	0	0	0	0	0	0	0	2.85714285714286	0.2	0	2	4.2	0	0	0	0	0	0	0	0	#DIV/0!	#DIV/0!
02/26/20 00:00	0	1	0	0	0	0	0	0	0	0	0	2.85714285714286	0.166666666666667	0	1.66666666666667	4.5	0	0	0	0	0	0	0	0	#DIV/0!	#DIV/0!
02/27/20 00:00	0	11	0	0	0	0	0	0	0	0	0	2.38095238095238	0.142857142857143	0	1.42857142857143	5	0	0	0	0	0	0	0	0	#DIV/0!	#DIV/0!
02/28/20 00:00	14.2857142857143	7	0	0	0	1	1	1	0	0	1	2.04081632653061	0.142857142857143	0	0	5.42857142857143	0	0	0	0	0	0	0	1	7	#DIV/0!
02/29/20 00:00	0	6	0	0	0	1	0	0	0	0	0	2.04081632653061	0.142857142857143	0	0	39.4285714285714	0	0	0	0	0	0	0	1	#DIV/0!	#DIV/0!
03/01/20 00:00	0	8	0	0	0	1	0	0	0	0	0	2.04081632653061	0.142857142857143	0	0	40.2857142857143	0	0	0	0	0	0	0	1	#DIV/0!	#DIV/0!
03/02/20 00:00	0	4	0	0	0	1	0	0	0	0	0	2.04081632653061	0.285714285714286	0	0	39.7142857142857	0	0	0	0	0.142857142857143	0	0.142857142857143	1	#DIV/0!	#DIV/0!
03/03/20 00:00	0	239	0	0	0	1	0	0	0	0	0	4.08163265306122	0.428571428571429	0	0	45.2857142857143	0	0	0	0	0.428571428571429	0	0.428571428571429	1	#DIV/0!	#DIV/0!
03/04/20 00:00	0	7	0	0	0	1	0	0	0	0	0	2.66193433895297	0.428571428571429	0	0	46.4285714285714	0	0	0	0	0.714285714285714	0	0.714285714285714	1	#DIV/0!	#DIV/0!
03/05/20 00:00	14.2857142857143	7	1	0	1	2	1	1	0	0	1	2.66193433895297	1.14285714285714	0	0	45.2857142857143	0	0	0	0	1.42857142857143	0	1.42857142857143	2	7	#DIV/0!
03/06/20 00:00	4.34782608695652	46	2	0	2	4	2	2	0	0	2	#DIV/0!	1.42857142857143	0	0	53.2857142857143	0	0	0	0	2.57142857142857	0	2.57142857142857	4	23	#DIV/0!
03/07/20 00:00	0	14	2	0	2	4	0	0	0	0	0	#DIV/0!	1.71428571428571	0	0	45.8571428571429	0	0	0	0	3.71428571428571	0.285714285714286	4	4	#DIV/0!	#DIV/0!
03/08/20 00:00	#DIV/0!	0	5	0	5	9	5	5	0	0	5	#DIV/0!	2.57142857142857	0	0	51.2857142857143	0	0	0	0	5.14285714285714	0.571428571428571	5.71428571428571	9	#DIV/0!	#DIV/0!
03/09/20 00:00	3.33333333333333	60	8	0	8	9	0	2	2	0	2	#DIV/0!	4.42857142857143	0	0	61.4285714285714	0	0	0	0	7	0.857142857142857	7.85714285714286	11	30	#DIV/0!
03/10/20 00:00	1.06951871657754	187	8	2	10	11	2	2	2	0	2	#DIV/0!	4.85714285714286	0	0	57.8571428571429	0	0	0	0	9.28571428571429	1.28571428571429	10.5714285714286	13	93.5	#DIV/0!
03/11/20 00:00	13.3333333333333	45	10	2	12	17	6	6	2	0	6	#DIV/0!	8	0	0	85.4285714285714	0	0	0	0	12.1428571428571	1.85714285714286	14	19	7.5	#DIV/0!
03/12/20 00:00	17.948717948718	78	14	2	16	32	15	14	1	0	14	#DIV/0!	8.42857142857143	0	0.142857142857143	110.142857142857	0	0	0	0	16	2.71428571428571	18.7142857142857	33	5.57142857142857	#DIV/0!
03/13/20 00:00	23.8095238095238	21	18	3	21	37	5	5	1	0	5	10.6781034174007	11.1428571428571	0	0.142857142857143	122.428571428571	0	0	0	0	20	3.71428571428571	23.7142857142857	38	4.2	#DIV/0!
03/14/20 00:00	10.6280193236715	207	22	4	26	59	22	22	1	0	22	12.2567074617582	14.4285714285714	0	0.142857142857143	133.285714285714	0	0	0	0	25.2857142857143	4.85714285714286	30.1428571428571	60	9.40909090909091	#DIV/0!
03/15/20 00:00	4.6242774566474	173	32	6	38	66	7	8	1	1	8	13.4618767053975	15.7142857142857	1	0.142857142857143	180.428571428571	0	0	0	0	30.2857142857143	6.14285714285714	36.4285714285714	68	21.625	#DIV/0!
03/16/20 00:00	14.3835616438356	146	36	7	43	87	21	21	1	1	21	12.1285433720642	19.4285714285714	0	0.428571428571429	265.571428571429	0	0	0	0	36.8571428571429	7.71428571428571	44.5714285714286	89	6.95238095238095	#DIV/0!
03/17/20 00:00	9.50570342205323	263	45	10	55	112	25	25	1	1	25	10.4122576795174	24.1428571428571	0	0.571428571428571	312.285714285714	0	0	0	0	44.4285714285714	9.57142857142857	54	114	10.52	#DIV/0!
03/18/20 00:00	4	375	45	11	56	126	14	15	2	1	15	8.57083145385472	25	0	0.714285714285714	334.142857142857	0	0	0	0	51.7142857142857	11.2857142857143	63	129	25	#DIV/0!
03/19/20 00:00	5.93471810089021	674	60	13	73	164	38	40	2	3	40	8.16365409015561	29.2857142857143	2	1	397.428571428571	0	0	0	0	58.1428571428572	12.8571428571429	71	169	16.85	#DIV/0!
03/20/20 00:00	10.9195402298851	348	71	16	87	201	37	38	2	4	38	8.38430462046758	29	1	0.857142857142857	434.714285714286	0	0	0	0	64.7142857142857	14.7142857142857	79.4285714285714	207	9.1578947368421	#DIV/0!
03/21/20 00:00	7.77777777777778	360	73	16	89	225	24	28	5	5	28	6.9964107668203	29.2857142857143	1	1.28571428571429	456.142857142857	0	0	0	0	70.8571428571429	16.2857142857143	87.1428571428571	235	12.8571428571429	#DIV/0!
03/22/20 00:00	6.16883116883117	616	77	17	94	260	35	38	5	8	38	6.57238603029039	31.7142857142857	3	1.42857142857143	484.285714285714	0	0	0	0	77.7142857142857	18	95.7142857142857	273	16.2105263157895	#DIV/0!
03/23/20 00:00	4.66830466830467	407	82	20	102	280	20	19	5	7	19	6.80015825806261	32	-1	1.57142857142857	513	0	0	0	0	83.5714285714286	19.4285714285714	103	292	21.421052631579	#DIV/0!
03/24/20 00:00	6.53753026634383	413	88	21	109	304	24	27	5	10	27	6.63805567222116	41	3	2	601.571428571429	0	0	0	0	88.1428571428571	20.2857142857143	108.428571428571	319	15.2962962962963	#DIV/0!
03/25/20 00:00	5.59440559440559	572	93	23	116	333	29	32	7	11	32	6.56867625331196	45.7142857142857	1	2.28571428571429	672.857142857143	0	0	0	0	93	21.1428571428571	114.142857142857	351	17.875	#DIV/0!
03/26/20 00:00	4.8	875	101	23	124	372	39	42	7	14	42	6.47203379345646	48.7142857142857	3	2.42857142857143	688.428571428571	0	0	0	0	99.7142857142857	21.4285714285714	121.142857142857	393	20.8333333333333	#DIV/0!
03/27/20 00:00	10.4338842975207	968	103	22	125	469	97	101	7	18	101	6.75333377426383	50.7142857142857	4	3.42857142857143	705.714285714286	0	0	0	0	106.571428571429	21.1428571428571	127.714285714286	494	9.58415841584158	#DIV/0!
03/28/20 00:00	7.10128055878929	859	107	22	129	523	54	61	11	21	61	6.9792902502203	48.5714285714286	3	3.71428571428571	691.571428571429	0	0	0	0	112.857142857143	20.5714285714286	133.428571428571	555	14.0819672131148	#DIV/0!
03/29/20 00:00	8.13793103448276	725	124	19	143	577	54	59	12	25	59	6.59130821945053	45.4285714285714	4	3.85714285714286	703.571428571429	0	0	0	0	120.142857142857	19.5714285714286	139.714285714286	614	12.2881355932203	#DIV/0!
03/30/20 00:00	6.25	528	130	18	148	602	25	33	14	31	33	6.00987745509294	42.5714285714286	6	3.85714285714286	678	0	0	0	0	129	19	148	647	16	#DIV/0!
03/31/20 00:00	3.82165605095541	314	132	17	149	606	4	12	17	36	12	5.77572310369721	34.1428571428571	5	3.85714285714286	672.428571428571	0	0	0	0	140.428571428571	18.2857142857143	158.714285714286	659	26.1666666666667	#DIV/0!
04/01/20 00:00	1.52439024390244	656	144	16	160	610	4	10	21	38	10	4.93102396293192	26.5714285714286	2	4	650.571428571429	0	0	0	0	150.571428571429	17.2857142857143	167.857142857143	669	65.6	#DIV/0!
04/02/20 00:00	3.16091954022989	696	163	19	182	627	17	22	23	41	22	4.07843309395069	25.8571428571429	3	4.42857142857143	656	0	0	0	0	157.714285714286	16.4285714285714	174.142857142857	691	31.6363636363636	#DIV/0!
04/03/20 00:00	4.52099031216362	929	183	17	200	662	35	42	26	45	42	3.92691813807906	24.2857142857143	4	3.85714285714286	660	0	0	0	0	163.428571428571	15.8571428571429	179.285714285714	733	22.1190476190476	#DIV/0!
04/04/20 00:00	1.13314447592068	706	178	15	193	662	0	8	30	49	8	3.59932307127536	24.8571428571429	4	3.42857142857143	677.857142857143	0	0	0	0	168.714285714286	15.4285714285714	184.142857142857	741	88.25	#DIV/0!
04/05/20 00:00	7.07732634338139	763	174	13	187	706	44	54	33	56	54	3.57403605325732	27.1428571428571	7	3.14285714285714	713.428571428571	0	0	0	0	172.428571428571	15.2857142857143	187.714285714286	795	14.1296296296296	#DIV/0!
04/06/20 00:00	3.9568345323741	556	170	14	184	722	16	22	37	58	22	3.76668432938492	26.1428571428571	2	2.85714285714286	717	0	0	0	0	173.142857142857	14.7142857142857	187.857142857143	817	25.2727272727273	#DIV/0!
04/07/20 00:00	3.64464692482916	439	169	14	183	733	11	16	40	60	16	3.61233065621159	24	2	2.85714285714286	718.428571428571	0	0	0	0	171	14.2857142857143	185.285714285714	833	27.4375	#DIV/0!
04/08/20 00:00	2.87292817679558	905	170	15	185	755	22	26	44	60	26	3.37724623461999	24.8571428571429	0	2.42857142857143	739.857142857143	0	0	0	0	169.714285714286	14.2857142857143	184	859	34.8076923076923	#DIV/0!
04/09/20 00:00	2.08044382801664	721	168	15	183	765	10	15	48	61	15	3.44901331215869	18.2857142857143	1	1.42857142857143	733.428571428571	0	0	0	0	168.428571428571	14.4285714285714	182.857142857143	874	48.0666666666667	#DIV/0!
04/10/20 00:00	2.87539936102236	939	168	14	182	786	21	27	50	65	27	2.59713899569473	15.8571428571429	4	1.28571428571429	709	0	0	0	0	167	14.1428571428571	181.142857142857	901	34.7777777777778	#DIV/0!
04/11/20 00:00	1.63551401869159	856	169	15	184	792	6	14	57	66	14	2.21740567659862	17.5714285714286	1	1.14285714285714	706	0	0	0	0	165.857142857143	13.8571428571429	179.714285714286	915	61.1428571428572	#DIV/0!
04/12/20 00:00	1.1142061281337	718	165	14	179	795	3	8	62	66	8	2.65367962923752	16	0	1.57142857142857	669.285714285714	0	0	0	0	163.857142857143	13.2857142857143	177.142857142857	923	89.75	#DIV/0!
04/13/20 00:00	1.2987012987013	385	160	12	172	791	-4	5	70	67	5	2.57394914895455	19.2857142857143	1	1.57142857142857	706.285714285714	0	0	0	0	162.285714285714	12.4285714285714	174.714285714286	928	77	#DIV/0!
