#	tasso pos	tamponi	ricoverati_con_sintomi	terapia_intensiva	totale_ospedalizzati	totale_positivi	variazione_totale_positivi	nuovi_positivi	dimessi_guariti	deceduti	positivi giorn	media mobile	media positivi	morti giornalieri	media morti	media tamponi	casi testati	media mobile casi test	tasso vero	media vero	media osp	media icu	media tot	tot positivi
02/24/20 00:00	0	1	0	0	0	0	0	0	0	0	0	26.583820662768	4.75	10	2.5	19.5	0	0	0	0	4	0	4	0
02/25/20 00:00	2.63157894736842	38	1	0	1	1	1	1	0	0	1	21.2670565302144	3.8	0	2	22.4	0	0	0	0	5	0	5	1
02/26/20 00:00	37.037037037037	27	6	0	6	11	10	10	0	0	10	21.2670565302144	7	0	1.66666666666667	28.5	0	0	0	0	4.83333333333333	0.166666666666667	5	11
02/27/20 00:00	66.6666666666667	12	9	0	9	19	8	8	0	0	8	24.219722249755	3.57142857142857	0	1.42857142857143	24.4285714285714	0	0	0	0	5.85714285714286	0.285714285714286	6.14285714285714	19
02/28/20 00:00	0	34	9	0	9	19	0	0	0	0	0	#DIV/0!	3.14285714285714	0	0	24.2857142857143	0	0	0	0	7.57142857142857	0.428571428571429	8	19
02/29/20 00:00	38.9830508474576	59	4	1	5	38	19	23	4	0	23	#DIV/0!	3.28571428571429	0	0.142857142857143	18.8571428571429	0	0	0	0	9.14285714285714	0.714285714285714	9.85714285714286	42
03/01/20 00:00	#DIV/0!	0	12	1	13	21	-17	-17	4	0	-17	#DIV/0!	2.14285714285714	0	0.142857142857143	16.7142857142857	0	0	0	0	9.71428571428571	1.14285714285714	10.8571428571429	25
03/02/20 00:00	#DIV/0!	0	12	1	13	18	-3	-3	4	0	-3	#DIV/0!	1.28571428571429	0	0.428571428571429	16.8571428571429	0	0	0	0	10	1.57142857142857	11.5714285714286	22
03/03/20 00:00	#DIV/0!	0	12	2	14	19	1	2	4	1	2	#DIV/0!	1.85714285714286	1	0.428571428571429	23.8571428571429	0	0	0	0	10.4285714285714	2.28571428571429	12.7142857142857	24
03/04/20 00:00	16.6666666666667	12	10	3	13	21	2	2	4	1	2	#DIV/0!	1.28571428571429	0	0.571428571428571	30	0	0	0	0	13.5714285714286	3	16.5714285714286	26
