#	tasso pos	tamponi	ricoverati_con_sintomi	terapia_intensiva	totale_ospedalizzati	totale_positivi	variazione_totale_positivi	nuovi_positivi	dimessi_guariti	deceduti	positivi giorn	media mobile	media positivi	morti giornalieri	media morti	media tamponi	casi testati	media mobile casi test	tasso vero	media vero	media osp	media icu	media tot	tot positivi
02/24/20 00:00	12.1621621621622	148	10	2	12	18	0	18	0	0	18	9.42739452336698	24.25	10	2.75	258.25	0	0	0	0	20.25	3.25	23.5	18
02/25/20 00:00	3.29218106995885	243	15	2	17	26	8	8	0	0	8	11.4763418482018	29	0	2.4	255.4	0	0	0	0	27.4	3.8	31.2	26
02/26/20 00:00	11.2903225806452	186	20	3	23	46	20	21	0	1	21	11.4763418482018	36.1666666666667	1	2.33333333333333	258.333333333333	0	0	0	0	37.1666666666667	5	42.1666666666667	47
02/27/20 00:00	10.9649122807018	456	36	6	42	96	50	50	0	1	50	13.9592226024392	40.7142857142857	0	2.57142857142857	256.428571428571	0	0	0	0	50	6.14285714285714	56.1428571428572	97
02/28/20 00:00	19.672131147541	244	56	6	62	143	47	48	0	2	48	15.9300625222074	45.2857142857143	1	1.57142857142857	260.714285714286	0	0	0	0	69.7142857142857	8.14285714285714	77.8571428571429	145
02/29/20 00:00	26.3736263736264	273	86	11	97	213	70	72	0	4	72	18.2054518762484	56.2857142857143	2	2.57142857142857	260.142857142857	0	0	0	0	94.2857142857143	11.2857142857143	105.571428571429	217
03/01/20 00:00	27.7551020408163	245	127	13	140	277	64	68	0	8	68	22.8158336600379	71	4	3	303.285714285714	0	0	0	0	128	14.5714285714286	142.571428571429	285
03/02/20 00:00	28.0898876404494	178	148	16	164	324	47	50	0	11	50	24.8329070150277	85.8571428571429	3	4.14285714285714	293	0	0	0	0	169.571428571429	18.2857142857143	187.857142857143	335
03/03/20 00:00	35.5648535564854	239	187	24	211	398	74	85	4	18	85	28.9956576415941	103.571428571429	7	5	294.142857142857	0	0	0	0	218.285714285714	25	243.285714285714	420
03/04/20 00:00	25.4098360655738	488	256	26	282	516	118	124	6	22	124	35.9359200853695	113.285714285714	4	6.28571428571429	322	0	0	0	0	272.285714285714	32.5714285714286	304.857142857143	544
03/05/20 00:00	40.1041666666667	384	327	32	359	658	142	154	10	30	154	36.4417634483557	127.857142857143	8	6.85714285714286	392.714285714286	0	0	0	0	331.571428571429	41.4285714285714	373	698
03/06/20 00:00	68.2539682539683	252	397	53	450	816	158	172	17	37	172	35.7586021529495	150.142857142857	7	8.42857142857143	447.571428571429	0	0	0	0	392.714285714286	52	444.714285714286	870
03/07/20 00:00	29.9145299145299	468	464	64	528	937	121	140	25	48	140	36.9821616715228	159	11	9.57142857142857	497.428571428571	0	0	0	0	461.571428571429	62.5714285714286	524.142857142857	1010
03/08/20 00:00	22.972972972973	740	542	75	617	1097	160	170	27	56	170	35.4728968777392	170.714285714286	8	13	591.428571428571	0	0	0	0	531.428571428571	73.7142857142857	605.142857142857	1180
03/09/20 00:00	36.6548042704626	562	576	90	666	1286	189	206	30	70	206	34.4108584669753	178.428571428571	14	16.5714285714286	673.714285714286	0	0	0	0	601	85.1428571428571	686.142857142857	1386
03/10/20 00:00	25	588	669	98	767	1417	131	147	31	85	147	31.7769298955468	199	15	23.4285714285714	807.285714285714	0	0	0	0	678.857142857143	95.8571428571429	774.714285714286	1533
03/11/20 00:00	17.9755671902269	1146	745	104	849	1588	171	206	38	113	206	25.8294680689178	233.428571428571	28	27.5714285714286	919.857142857143	0	0	0	0	766.285714285714	108.428571428571	874.714285714286	1739
03/12/20 00:00	21.6666666666667	960	814	112	926	1758	170	208	43	146	208	25.8894487817647	273.285714285714	33	32.5714285714286	1101.42857142857	0	0	0	0	862.428571428571	121.857142857143	984.285714285714	1947
03/13/20 00:00	26.6217354675653	1187	942	128	1070	2011	253	316	51	201	316	25.7971955567417	305.142857142857	55	39.4285714285714	1170	0	0	0	0	974.714285714286	137.142857142857	1111.85714285714	2263
03/14/20 00:00	30.3343949044586	1256	1076	152	1228	2349	338	381	54	241	381	26.4423414232317	342.571428571429	40	44	1288	0	0	0	0	1102.85714285714	155	1257.85714285714	2644
03/15/20 00:00	22.327200397812	2011	1215	169	1384	2741	392	449	68	284	449	27.0030607604716	398	43	49.2857142857143	1260.14285714286	0	0	0	0	1251.28571428571	175.428571428571	1426.71428571429	3093
03/16/20 00:00	41.1708253358925	1042	1362	197	1559	3088	347	429	88	346	429	33.3580608509168	466.714285714286	62	55	1534.85714285714	0	0	0	0	1406.42857142857	196.571428571429	1603	3522
03/17/20 00:00	28.9250353606789	1414	1566	223	1789	3404	316	409	134	393	409	33.6769251291984	529.285714285714	47	62.7142857142857	1709.42857142857	0	0	0	0	1569.42857142857	216.428571428571	1785.85714285714	3931
03/18/20 00:00	62.4605678233439	951	1784	247	2031	3915	511	594	152	458	594	34.3451478214023	580.142857142857	65	67.7142857142857	2082.42857142857	0	0	0	0	1739.57142857143	232.571428571429	1972.14285714286	4525
03/19/20 00:00	23.8987166146375	2883	1900	260	2160	4506	591	689	177	531	689	32.7343345259152	637.428571428571	73	76	2281.14285714286	0	0	0	0	1913	246.857142857143	2159.85714285714	5214
03/20/20 00:00	31.2992943129929	2409	2083	267	2350	5089	583	754	239	640	754	33.1140634352393	716.142857142857	109	78	2586.28571428571	0	0	0	0	2125	258.142857142857	2383.14285714286	5968
03/21/20 00:00	19.0587018360486	3867	2267	265	2532	5661	572	737	329	715	737	31.6378033022955	760.428571428571	75	84.5714285714286	2716.71428571429	0	0	0	0	2326.14285714286	267.857142857143	2594	6705
03/22/20 00:00	24.9853027630805	3402	2429	269	2698	6390	729	850	349	816	850	31.9196771260846	789.857142857143	101	88.4285714285714	3226.28571428571	0	0	0	0	2525.57142857143	274.571428571429	2800.14285714286	7555
03/23/20 00:00	30.8370044052863	3178	2846	276	3122	7220	830	980	423	892	980	25.5263031481592	800.285714285714	76	91.8571428571429	3435.85714285714	0	0	0	0	2733.28571428571	280.428571428571	3013.71428571429	8535
03/24/20 00:00	30.8981521272024	2327	2974	291	3265	7711	491	719	558	985	719	24.6146638288268	802.857142857143	93	89.5714285714286	3863.57142857143	0	0	0	0	2930.14285714286	286.285714285714	3216.42857142857	9254
03/25/20 00:00	17.7069499778663	4518	3180	294	3474	8256	545	800	721	1077	800	22.1845301154638	811.142857142857	92	89.8571428571429	4053	0	0	0	0	3134.14285714286	293.571428571429	3427.71428571429	10054
03/26/20 00:00	17.5172413793103	4350	3354	301	3655	8850	594	762	792	1174	762	21.6488684105699	794.857142857143	97	89.5714285714286	3567	0	0	0	0	3325.57142857143	302.714285714286	3628.28571428571	10816
03/27/20 00:00	14.2883583194522	5403	3461	308	3769	9361	511	772	960	1267	772	#DIV/0!	713.714285714286	93	92.2857142857143	2827.14285714286	0	0	0	0	3458.85714285714	313.428571428571	3772.28571428571	11588
03/28/20 00:00	15.3090699017909	5193	3695	316	4011	9964	603	795	1075	1344	795	#DIV/0!	688.571428571429	77	94.1428571428571	3000.71428571429	0	0	0	0	3571.85714285714	322.285714285714	3894.14285714286	12383
03/29/20 00:00	#DIV/0!	0	3769	333	4102	10535	571	736	1141	1443	736	#DIV/0!	676.142857142857	99	93.5714285714286	2916	0	0	0	0	3674.42857142857	331.571428571429	4006	13119
03/30/20 00:00	-20.5897051474263	-2001	3779	351	4130	10766	231	412	1227	1538	412	#DIV/0!	645.285714285714	95	91	2587.42857142857	0	0	0	0	3758.71428571429	340.857142857143	4099.57142857143	13531
03/31/20 00:00	15.330321852061	3542	3765	353	4118	10953	187	543	1477	1644	543	#DIV/0!	620.571428571429	106	90.7142857142857	2269.14285714286	0	0	0	0	3823.57142857143	348.857142857143	4172.42857142857	14074
04/01/20 00:00	18.1656050955414	3925	3898	359	4257	11489	536	713	1566	1732	713	#DIV/0!	593.857142857143	88	90.4285714285714	2012	0	0	0	0	3847	354.857142857143	4201.85714285714	14787
04/02/20 00:00	26.6341463414634	2050	3944	366	4310	11859	370	546	1663	1811	546	#DIV/0!	567.142857142857	79	86.8571428571429	2427.85714285714	0	0	0	0	3857	360.857142857143	4217.85714285714	15333
04/03/20 00:00	18.8661417322835	3175	3915	364	4279	12178	319	599	1852	1902	599	13.5978934047878	575	91	81.4285714285714	3024.71428571429	0	0	0	0	3860.57142857143	363.857142857143	4224.42857142857	15932
04/04/20 00:00	17.9192455054524	3393	3859	358	4217	12523	345	608	2040	1977	608	19.6037853994034	535.857142857143	75	76.5714285714286	2951.28571428571	0	0	0	0	3858.42857142857	365.714285714286	4224.14285714286	16540
04/05/20 00:00	18.8594984541395	2911	3839	375	4214	12837	314	549	2201	2051	549	18.6828467992883	492.428571428571	74	71.7142857142857	2844.28571428571	0	0	0	0	3840	366	4206	17089
04/06/20 00:00	21.4515388148829	2177	3804	372	4176	13051	214	467	2397	2108	467	17.9274508932322	477.714285714286	57	72.1428571428571	3029.71428571429	0	0	0	0	3808.28571428571	364.428571428571	4172.71428571429	17556
04/07/20 00:00	8.88375165125495	3028	3750	366	4116	13048	-3	269	2597	2180	269	16.0128271540608	456.571428571429	72	70.7142857142857	3171.71428571429	0	0	0	0	3762.71428571429	362.285714285714	4125	17825
04/08/20 00:00	12.8778337531486	3176	3769	361	4130	13110	62	409	2890	2234	409	14.8630843283784	442.142857142857	54	72	3526.28571428571	0	0	0	0	3715.71428571429	359.857142857143	4075.57142857143	18234
04/09/20 00:00	13.231780167264	3348	3722	355	4077	13258	148	443	3103	2316	443	13.5360188610342	429.857142857143	82	73.2857142857143	3816.85714285714	0	0	0	0	3666	354.142857142857	4020.14285714286	18677
04/10/20 00:00	10.8179419525066	4169	3596	349	3945	13350	92	451	3381	2397	451	12.1793752136062	412	81	72.4285714285714	3840.57142857143	0	0	0	0	3621.14285714286	348.285714285714	3969.42857142857	19128
04/11/20 00:00	8.62978723404255	5875	3530	341	3871	13495	145	507	3659	2481	507	11.2001083735799	418.142857142857	84	75	3815	0	0	0	0	3581.57142857143	342.857142857143	3924.42857142857	19635
04/12/20 00:00	9.36299292214358	4945	3491	335	3826	13672	177	463	3862	2564	463	11.4954597021451	399.285714285714	83	79.1428571428571	3968.85714285714	0	0	0	0	3527.14285714286	337.714285714286	3864.85714285714	20098
04/13/20 00:00	14.5966709346991	2343	3490	331	3821	13818	146	342	4007	2615	342	10.5862048248436	401.285714285714	51	75.2857142857143	4341.42857142857	0	0	0	0	3475.42857142857	332.142857142857	3807.57142857143	20440
04/14/20 00:00	10.951210951211	2849	3473	328	3801	13778	-40	312	4269	2705	312	9.79208406603559	386.571428571429	90	72.2857142857143	4420.28571428572	0	0	0	0	3437.42857142857	326.428571428571	3763.85714285714	20752
04/15/20 00:00	6.51304961203856	4253	3388	325	3713	13577	-201	277	4664	2788	277	9.29970944934471	364.142857142857	83	69.1428571428571	4208.71428571429	0	0	0	0	3395.14285714286	320	3715.14285714286	21029
04/16/20 00:00	7.67293485560779	5956	3360	316	3676	13663	86	457	4980	2843	457	9.20479804072312	351.714285714286	55	65.5714285714286	4030.28571428571	0	12682.2857142857	0	0.060505413303467	3348.71428571429	313.428571428571	3662.14285714286	21486
04/17/20 00:00	7.37131963567041	4721	3330	309	3639	13585	-78	348	5346	2903	348	9.32053621943977	346.714285714286	60	66.2857142857143	4354.71428571429	0	12984.8571428571	0	2.13119204489661	3299.28571428571	306.571428571429	3605.85714285714	21834
04/18/20 00:00	7.9654073736914	4394	3234	296	3530	13584	-1	350	5635	2965	350	8.18582076669651	334.285714285714	62	63.1428571428572	4711.71428571429	0	13338.1428571429	0	3.43094364792359	3238.14285714286	300	3538.14285714286	22184
04/19/20 00:00	10.1731601731602	3696	3166	289	3455	13552	-32	376	5985	3023	376	7.22238780999505	343.571428571429	58	59.4285714285714	4960.71428571429	88776	13832	0.423537893124268	4.84422518848312	3177.57142857143	293.857142857143	3471.42857142857	22560
04/20/20 00:00	6.65366276549632	4614	3144	283	3427	13522	-30	307	6266	3079	307	7.10678108470716	319.571428571429	56	60.8571428571429	4863	2118	14244.8571428571	14.494806421152	6.27279661705455	3110.28571428571	286.714285714286	3397	22867
04/21/20 00:00	4.20718025430067	5348	3045	282	3327	13244	-278	225	6701	3147	225	6.79376047559258	305.142857142857	68	57.1428571428571	4954.14285714286	2473	14642.1428571429	9.09826122118884	7.54161050722766	3035.57142857143	280.285714285714	3315.85714285714	23092
04/22/20 00:00	5.70380253502335	5996	2964	282	3246	13084	-160	342	7146	3204	342	6.39915322137251	289.285714285714	57	54.5714285714286	5094.71428571429	3457	15089.7142857143	9.89297078391669	8.63139209493456	2961.85714285714	273.142857142857	3235	23434
04/23/20 00:00	5.48179059180577	5272	2889	266	3155	12845	-239	289	7609	3269	289	5.89609948775639	270	65	51.8571428571429	5287.42857142857	2890	2916.57142857143	10	9.53689598097373	2894.57142857143	266.857142857143	3161.42857142857	23723
04/24/20 00:00	4.60906885612988	5359	2807	264	3071	12509	-336	247	8158	3303	247	5.1252204540995	256.428571428571	34	50.2857142857143	5064.14285714286	2781	2878.14285714286	8.88169723121179	9.10416036537378	2822.57142857143	261.714285714286	3084.28571428571	23970
04/25/20 00:00	4.44403123837858	5378	2718	246	2964	12347	-162	239	8515	3347	239	5.16734598214514	260.285714285714	44	46.4285714285714	5387.28571428571	3133	3322.42857142857	7.62847111394829	8.44922337814476	2755.28571428571	254	3009.28571428571	24209
04/26/20 00:00	4.77700693756194	5045	2695	245	2940	12341	-6	241	8723	3386	241	5.03938199237176	249	39	44	5141.57142857143	3564	3151	6.76206509539843	8.70060415798526	2692.85714285714	246	2938.85714285714	24450
04/27/20 00:00	6.9485414618158	3051	2640	247	2887	12225	-116	212	9006	3431	212	5.10321135092582	244.714285714286	45	40.2857142857143	5244.42857142857	1849	3245.14285714286	11.4656571119524	8.31457992580718	2586.71428571429	237.428571428571	2824.14285714286	24662
04/28/20 00:00	3.31143232588699	7610	2574	228	2802	12003	-222	252	9439	3472	252	4.93758839588814	239.142857142857	41	39.4285714285714	5251.28571428571	5583	3305.85714285714	4.51370231058571	7.97259965117635	2487.42857142857	227.857142857143	2715.28571428571	24914
04/29/20 00:00	6.15060804490178	4276	2527	226	2753	11862	-141	263	9803	3512	263	4.82870215569437	234.428571428571	40	38.1428571428571	5036	2257	3196.71428571429	11.6526362428002	8.12505408831417	2389.57142857143	220.714285714286	2610.28571428571	25177
04/30/20 00:00	4.32242990654206	5992	2146	206	2352	9563	-2299	259	12322	3551	259	4.95407231018514	223.714285714286	39	36.5714285714286	5021	3549	3122.14285714286	7.29783037475345	7.9386071069954	2289.85714285714	213.857142857143	2503.71428571429	25436
05/01/20 00:00	3.84686517477344	5407	2112	197	2309	9484	-79	208	12581	3579	208	4.75168901719625	216.142857142857	28	33.5714285714286	5064	3206	3184	6.48783530879601	7.29602356314443	2193.85714285714	207	2400.85714285714	25644
05/02/20 00:00	5.321622319814	3871	2033	196	2229	9323	-161	206	12913	3614	206	4.43667405896208	194.428571428571	35	33.2857142857143	4796.71428571429	2369	2812.28571428571	8.69565217391304	7.13043451882296	2100	201.714285714286	2301.71428571429	25850
05/03/20 00:00	3.36032388663968	4940	1997	197	2194	9045	-278	166	13329	3642	166	4.21253570438897	171.714285714286	28	32.1428571428571	4969.57142857143	3042	2855.71428571429	5.456936226167	6.04590272779205	1998.42857142857	194.571428571429	2193	26016
05/04/20 00:00	4.74343675417661	3352	1968	199	2167	8984	-61	159	13525	3666	159	3.60469664042535	150.142857142857	24	30.7142857142857	4883.14285714286	2282	2719.71428571429	6.96757230499562	5.59744761567176	1938.42857142857	189.857142857143	2128.28571428571	26175
05/05/20 00:00	1.74246384387524	5739	1917	191	2108	8681	-303	100	13889	3705	100	3.27361043006331	136.285714285714	39	31.1428571428571	4800.28571428572	2981	2624.71428571429	3.35457900033546	5.2946652735314	1876.71428571429	185	2061.71428571429	26275
05/06/20 00:00	1.8957345971564	5486	1816	176	1992	8391	-290	104	14251	3737	104	3.05256754040598	124.142857142857	32	30.4285714285714	5033	2561	2662.42857142857	4.06091370558376	4.70893188012284	1815.42857142857	179.142857142857	1994.57142857143	26379
05/07/20 00:00	2.0048264340078	5387	1726	173	1899	8011	-380	108	14710	3766	108	2.60662149471827	111.428571428571	29	29	4937.42857142857	2597	2604.14285714286	4.15864458991144	4.34698535556899	1753.28571428571	172.428571428571	1925.71428571429	26487
05/08/20 00:00	2.29956494717216	4827	1680	163	1843	7730	-281	111	15071	3797	111	2.38412615004027	100.142857142857	31	28.7142857142857	4884.57142857143	2541	2530.14285714286	4.36835891381346	3.99949608232537	1691.71428571429	164.142857142857	1855.85714285714	26598
05/09/20 00:00	2.2	5500	1604	155	1759	7401	-329	121	15491	3827	121	2.08974422032126	93.4285714285714	30	25.7142857142857	4716	2633	2394.85714285714	4.59551842005317	3.89251380344615	1615.57142857143	156.285714285714	1771.85714285714	26719
05/10/20 00:00	1.8028564738937	4271	1562	150	1712	7191	-210	77	15760	3845	77	2.00689733459359	85.7142857142857	18	24	4604.42857142857	2634	2372.14285714286	2.92331055429005	3.60975451233088	1522.57142857143	148.714285714286	1671.28571428571	26796
05/11/20 00:00	2.68276324614353	2982	1537	141	1678	7040	-151	80	15969	3867	80	1.88789228587275	81.2857142857143	22	23.4285714285714	4507.42857142857	1764	2414.71428571429	4.53514739229025	3.39562788574348	1399	141.428571428571	1540.42857142857	26876
05/12/20 00:00	1.16253564378153	4559	1384	136	1520	6801	-239	53	16243	3885	53	1.835133369399	73.1428571428571	18	20.8571428571429	4518.71428571429	2034	2373.28571428571	2.60570304818092	3.1142814419411	1268	134.428571428571	1402.42857142857	26929
05/13/20 00:00	1.06269925611052	4705	1165	123	1288	6502	-299	50	16572	3905	50	1.66386595250929	66.1428571428571	20	19	4415.42857142857	2402	2346.42857142857	2.08159866777685	2.87846242137259	1144.57142857143	128.285714285714	1272.85714285714	26979
05/14/20 00:00	1.63551401869159	4708	861	122	983	6301	-201	77	16825	3930	77	1.56489768192703	62.2857142857143	25	18.2857142857143	4209.85714285714	2895	2377.28571428571	2.65975820379965	2.71147319431863	1024.42857142857	122.714285714286	1147.14285714286	27056
05/15/20 00:00	1.10069302894415	4906	763	114	877	6001	-300	54	17166	3943	54	1.55956628896563	55.8571428571429	13	17	4181.28571428572	2251	2571.42857142857	2.3989338071968	2.22369746099799	906	117.571428571429	1023.57142857143	27110
05/16/20 00:00	1.50722210592422	4777	740	112	852	5852	-149	72	17370	3960	72	1.35604121190024	55	17	16	4146	2445	2584.71428571429	2.94478527607362	2.16712345445082	804	112.285714285714	916.285714285714	27182
05/17/20 00:00	1.76553672316384	2832	721	111	832	5656	-196	50	17603	3973	50	1.34567632666349	55	13	14.7142857142857	4354.14285714286	2850	2746.71428571429	1.75438596491228	2.07175609467145	727	108.428571428571	835.428571428571	27232
05/18/20 00:00	1.25808770668584	2782	708	105	813	5525	-131	35	17756	3986	35	1.30977998465596	51.5714285714286	13	13.5714285714286	4332.28571428572	3123	2702	1.12071725904579	1.98502954370261	688.571428571429	104.142857142857	792.714285714286	27267
05/19/20 00:00	1.0899814471243	4312	670	99	769	5330	-195	47	17987	3997	47	1.24235748645492	51.4285714285714	11	13.4285714285714	4194.28571428572	2127	2663.14285714286	2.20968500235073	2.02491332306864	658.428571428571	100.571428571429	759	27314
05/20/20 00:00	0.811424862057773	6162	626	96	722	5098	-232	50	18258	4008	50	1.2772838630307	47.2857142857143	11	12.4285714285714	4158.28571428571	3536	2679.28571428571	1.41402714932127	1.84437268103824	627.571428571429	96.5714285714286	724.142857142857	27364
