#	tasso pos	tamponi	ricoverati_con_sintomi	terapia_intensiva	totale_ospedalizzati	totale_positivi	variazione_totale_positivi	nuovi_positivi	dimessi_guariti	deceduti	positivi giorn	media mobile	media positivi	morti giornalieri	media morti	media tamponi	casi testati	media mobile casi test	tasso vero	media vero	media osp	media icu	media tot	tot positivi
02/24/20 00:00	0	10	0	0	0	0	0	0	0	0	0	#DIV/0!	0.75	10	2.5	2.5	0	0	0	0	0.5	0	0.5	0
02/25/20 00:00	#DIV/0!	0	0	0	0	0	0	0	0	0	0	#DIV/0!	0.8	0	2	42.6	0	0	0	0	0.8	0	0.8	0
02/26/20 00:00	#DIV/0!	0	0	0	0	0	0	0	0	0	0	#DIV/0!	2.16666666666667	0	1.66666666666667	62.1666666666667	0	0	0	0	1.16666666666667	0	1.16666666666667	0
02/27/20 00:00	#DIV/0!	0	2	0	2	3	3	3	0	0	3	#DIV/0!	2.42857142857143	0	1.42857142857143	53.2857142857143	0	0	0	0	1.57142857142857	0	1.57142857142857	3
02/28/20 00:00	0.492610837438424	203	2	0	2	4	1	1	0	0	1	#DIV/0!	2.42857142857143	0	0	51.8571428571429	0	0	0	0	2.14285714285714	0	2.14285714285714	4
02/29/20 00:00	5.625	160	3	0	3	13	9	9	0	0	9	#DIV/0!	4.28571428571429	0	0	86	0	0	0	0	3.71428571428571	0	3.71428571428571	13
03/01/20 00:00	#DIV/0!	0	4	0	4	17	4	4	0	0	4	#DIV/0!	4.42857142857143	0	0	89.4285714285714	0	0	0	0	5.28571428571429	0	5.28571428571429	17
03/02/20 00:00	#DIV/0!	0	4	0	4	17	0	0	0	0	0	#DIV/0!	6	0	0	95.4285714285714	0	0	0	0	6.71428571428571	0	6.71428571428571	17
03/03/20 00:00	5.43933054393306	239	11	0	11	30	13	13	0	0	13	#DIV/0!	7.57142857142857	0	0	66.4285714285714	0	0	0	0	8.14285714285714	0	8.14285714285714	30
03/04/20 00:00	4.16666666666667	24	11	0	11	31	1	1	0	0	1	#DIV/0!	6.85714285714286	0	0	63.7142857142857	0	0	0	0	10	0	10	31
03/05/20 00:00	33.3333333333333	42	12	0	12	45	14	14	0	0	14	#DIV/0!	12	0	0	116.285714285714	0	0	0	0	13.7142857142857	1	14.7142857142857	45
03/06/20 00:00	#DIV/0!	0	12	0	12	57	12	12	0	0	12	#DIV/0!	14.7142857142857	0	0	116.285714285714	0	0	0	0	19.1428571428571	2.14285714285714	21.2857142857143	57
03/07/20 00:00	2.83687943262411	141	16	0	16	61	4	4	0	0	4	#DIV/0!	13.8571428571429	0	0	105.142857142857	0	0	0	0	22.2857142857143	3.28571428571429	25.5714285714286	61
03/08/20 00:00	10.8695652173913	368	30	7	37	100	39	40	1	0	40	#DIV/0!	17.5714285714286	0	0.142857142857143	135.142857142857	0	0	0	0	28.7142857142857	4.85714285714286	33.5714285714286	101
